x	y	pos
10.093134321593366	-33.974307205131	35.79147481796958
7.051235567144797	-12.290415236198447	26.891174372482237
3.8598905169416144	-3.7751427150907824	8.670423823691975
5.1468701011199185	2.087097017673129	19.116560505736988
-11.091477797955884	9.045083730399183	32.110478687799656
6.635734115868735	-16.61231642082976	18.216240498502362
11.74918378913213	-12.347562866146056	17.539303428782187
15.92169184850417	3.5272004447556426	19.89527071539742
1.5436285347624918	17.42081327611356	25.31898391631199
2.331452535123239	8.907895447175244	27.108317247216956
-2.3403117564800486	-14.301721286881806	19.057447547939212
8.822302311996745	-11.117402147003316	16.579548162061105
14.781343445828071	-6.626963447010703	17.74163277458988
4.762766512613447	-0.11369374441722435    21.60205908731572
-1.8723226004447104	-1.1970009084731799	10.249717815475615
-11.640140932974097	7.301026669117598	15.996612859260564
-12.495460775974387	8.821759530003108	18.150383370601812
-3.9699280239861303	16.98995419522608	18.623051615101282
0.1389848434465515	4.596359857526987	12.283564701793026
5.848501632543383	10.469486641167514	13.58807443648643
-21.267327415159233	1.6185283971751876	22.850382867846495
-13.578577379520793	-2.993750638702288	15.496886320249379
-12.732803000443425	-2.214237295581103	14.013224900419331
4.16906111526922	3.7091197799933497	17.11045499483605
0.22601902241609353	14.768564193427158	16.226853447044764
-8.68898474764663	3.2307664920953965	13.209729508637212
-18.757191988345983	3.2477044183380794	23.398080728396636
-15.75369080462305	0.14687880961533514	19.57638796215385
-20.11309590280191	-1.2589972851768143	23.25446202485332
-5.280056753396433	-3.3253338088254005	13.432717093552137
-2.2487445364193106	-1.3027659608663589	9.104751134495352
-19.09626593287029	5.952010092010816	20.424753666682857
-16.61425499225805	13.83123911859766	22.953824335794664
-9.554150171561043	8.843232478143946	17.284463573847408
-24.99233851465239	4.328745423531042	28.800293212183195
