y	x	x_avg	x_std	y_avg	y_std	pos_avg	pos_std	qf
-3	-2	1.6620943092164515	2.010893774681348	3.05248296179738	4.271692126786612	9.093484010860635	0.05885407496904893	46.51020408163265
-3	-1	3.136964679575285	0.8242400179103955	3.811874892435914	0.5558357790213628	7.306933758515676	0.4124726420453366	57.125850340136054
-3	0	3.8496707248419124	3.38338498042605	6.2347926023054905	4.598921856912641	7.98290617873553	5.222858626978458	50.326530612244895
-3	1	-5.543962533782127	1.3188099374576487	7.9033855418769665	1.0180659683383255	19.618485156879874	8.321954654627358	58.39115646258503
-3	2	1.983176382220524	9.438700061266115	5.378721999473298	2.5114919863590717	12.193776829206502	0.3851341985959582	72.47619047619048
-2	-2	-2.401128086103073	3.5670311807775246	4.684894514732618	0.9969967157662223	7.4769110099112925	0.031632679167388655	65.72789115646258
-2	-1	11.337941339226813	2.7900567338580196	6.904798063291169	5.219028748622552	13.774686476463884	4.930391693910518	75.3061224489796
-2	0	13.30548091321474	1.633085760332289	0.2970331850505918	0.41232978892164673	14.471894847494504	0.7628491240447692	70.17346938775509
-2	1	11.262331981237242	0.056441019181494134	3.690072145591794	3.353041536953982	15.259566631392037	1.538055413963435	71.14625850340136
-2	2	19.76141665581943	7.650054633211922	12.41928428370937	3.0843829930234348	24.68837631885969	4.3090621480126785	71.32993197278911
-1	-2	-11.021737045171317	4.281130049504383	-8.298640737728197	5.921647803313064	16.63249473233109	1.0701036587826485	76.09183673469387
-1	-1	8.721753699438914	7.073575428553981	5.99143608492249	1.8189608183036832	12.409434171811196	5.318188099184655	79.48299319727892
-1	0	19.48034762943696	3.870366659791519	5.292185328444656	4.3159717807964375	21.185299058140586	4.512211138815868	81.0204081632653
-1	1	18.342290506881916	2.9563356273028276	4.164528445321686	2.1192926492820767	19.489695011539116	3.5437581632503017	71.51700680272108
-1	2	21.331952652963643	0.2983473498804958	5.104035619164804	0.48064089632359197	22.580352357427493	0.08357674893692568	75.0
0	-2	3.027282836485874	0.1654137737897019	-2.3412404856422824	5.322307155911057	8.30613359203985	3.727495288830383	78.82312925170068
0	-1	-5.002651196758764	11.402345989837125	-0.13145510094607776	0.5755067908895668	16.353994348226152	3.0130494474899034	83.0408163265306
0	0	-2.8854806069443066	0.6700703917280293	0.7376350228536912	0.6617153190388382	8.998857582322845	3.6538936474673314	78.32653061224491
0	1	1.5448479652404756	0.6810179989354126	0.4304799341096155	2.9332506882064804	7.442728651251733	0.45692363866657004	70.57482993197279
0	2	5.764055998146944	0.23645299794722252	4.720925146528539	6.368631960055949	10.640275437053162	2.02208661795376	76.12244897959184
1	-2	-25.2325097817142	3.602943475554584	1.8812308652060294	8.079731024852418	26.799361344509826	3.780897849341196	79.23809523809524
1	-1	-25.76880548924816	3.2616040966137767	-7.934553367750995	0.930017212621213	27.33972312362176	2.8223634712806707	81.61224489795919
1	0	-10.935008511615628	0.6470697526059732	6.933831549826125	4.175541271968766	14.29517519871177	1.9101853697170075	73.30272108843536
1	1	-2.5730054451494864	0.9969342947006133	2.4653724894231694	0.8201874340472499	7.297819590417943	1.079350523664106	71.70408163265306
1	2	13.318761956935017	4.4670131563329285	13.06206156445198	1.198145858284568	19.98029241862674	1.4127436106485156	70.09523809523809
2	-2	-21.959034407219914	7.019973086662053	9.434229489086439	9.542746282759166	25.562661036417353	10.357066798923789	74.13265306122449
2	-1	-25.62177609505297	7.961293469480925	-11.572985053873378	3.3469557453985974	29.039034768727486	5.74696679624962	71.37755102040816
2	0	-23.513859184230775	5.704951707438447	-0.1188420389785243	6.595671081218598	24.993078970490508	5.3354786172857125	66.156462585034
2	1	-25.548334441217428	3.5686807810854706	0.41143582467321216	4.074468551038875	26.53768463917696	2.8585433262015862	68.12925170068027
2	2	-3.4963628970035874	3.5968132765114644	15.568789467519643	0.8618927310113227	16.529743928278098	1.6556763749361698	64.62585034013605
3	-2	-23.220153116044536	3.4130790330925898	-4.313418096425574	2.22080489567349	25.029745123510395	2.595295120620893	52.921768707483
3	-1	-25.454086326417475	8.215891312579727	-6.8651082467059865	2.6328675957764047	26.489962881635527	8.558555662893712	57.166666666666664
3	0	-32.37024487827692	6.178003419403678	8.225926434912651	6.684252365916743	34.064985948298556	7.784347433000736	53.24149659863946
3	1	-51.60638772062704	2.4367015004969055	9.837707217858725	0.4682341432895596	52.73051149118456	2.545907799348292	59.54761904761905
3	2	-17.69847292478394	3.654143528062466	12.11291683287848	2.802765589993032	22.784295795345827	4.141117495466373	62.05102040816327
-3	-2	13.426467654926702	8.00023259734662	-33.974307205131	1.2870067103026235	37.41588794599107	3.8475333932874793	61.8015873015873
-3	-1	10.38456890047813	19.99829066425108	-12.290415236198447	13.175294026189658	30.21837556715951	8.90273822968758	69.08276643990929
-3	0	7.193223850274947	12.2693508077226	-3.7751427150907824	1.5686352072758787	11.913407119641684	9.166968831966672	70.21315192743764
-3	1	8.48020343445325	22.54279105875241	2.087097017673129	7.04539483326415	22.36179890182557	12.55783770640794	36.770975056689345
-3	2	-7.758144464622551	30.4551880290005	9.045083730399183	7.677783573766844	35.44329776787162	9.097126446028417	54.22108843537415
-2	-2	9.969067449202068	3.351138082367837	-16.61231642082976	2.457584734572843	19.823818107962115	2.9773854867092115	63.89342403628118
